o:id,o:resource_class,schema:sameAs,jdc:valeurUtilite,jdc:hasRencontre,dcterms:title,foaf:firstName,foaf:lastName,foaf:givenName,foaf:homepage,schema:relatedLink
61753,foaf:Person,,,,Amit P. Sheth,Amit P.,Sheth,Amit P. Sheth,,
61845,foaf:Person,,,,Rob Shields,Rob,Shields,Rob Shields,,
61529,foaf:Person,,,,Clay Shirky,Clay,Shirky,Clay Shirky,,
61520,foaf:Person,,,,Ben Shneiderman,Ben,Shneiderman,Ben Shneiderman,,
62458,foaf:Person,,,,F. Siala-Kallel,F.,Siala-Kallel,F. Siala-Kallel,,
61801,foaf:Person,,30,50,Sahbi Sidhom,Sahbi,Sidhom,Sahbi Sidhom,,
61803,foaf:Person,,,,Karl Sierek,Karl,Sierek,Karl Sierek,,
62764,foaf:Person,,,,Gaële Simon,Gaële,Simon,Gaële Simon,,
62096,foaf:Person,,,,Elena Simonato,Elena,Simonato,Elena Simonato,,
61704,foaf:Person,,40,,Gilbert Simondon,Gilbert,Simondon,Gilbert Simondon,,
62611,foaf:Person,,,,Stéphane Simonian,Stéphane,Simonian,Stéphane Simonian,,
62385,foaf:Person,,,,Elena Simperl,Elena,Simperl,Elena Simperl,,
62593,foaf:Person,,10,20,Michael Sinatra,Michael,Sinatra,Michael Sinatra,,
61597,foaf:Person,,,, Sitaram Asur,,Sitaram Asur, Sitaram Asur,,
61720,foaf:Person,,60,,Peter Sloterdijk,Peter,Sloterdijk,Peter Sloterdijk,,
61766,foaf:Person,,,, SMF,,SMF, SMF,,
61261,foaf:Person,,,,Barry Smith,Barry,Smith,Barry Smith,,
299921,foaf:Person,,,,Toby St Clere Smithe,Toby St Clere,Smithe,Toby St Clere Smithe,,
62265,foaf:Person,,,,Nathalie Sonnac,Nathalie,Sonnac,Nathalie Sonnac,,
61837,foaf:Person,,40,50,François Soulages,François,Soulages,François Soulages,,
61938,foaf:Person,,,,Étienne Souriau,Étienne,Souriau,Étienne Souriau,,
61724,foaf:Person,,,,Vassiliki Spiliotopoulou,Vassiliki,Spiliotopoulou,Vassiliki Spiliotopoulou,,
62606,foaf:Person,,80,, Spinoza,,Spinoza, Spinoza,,
61106,foaf:Person,,,,H. E Stanley,H. E,Stanley,H. E Stanley,,
61606,foaf:Person,,,,Gem Stapleton,Gem,Stapleton,Gem Stapleton,,
62347,foaf:Person,,,,Kamenka Staykova,Kamenka,Staykova,Kamenka Staykova,,
61464,foaf:Person,,,,Julie Steele,Julie,Steele,Julie Steele,,
62306,foaf:Person,,,,Bernhard Steffen,Bernhard,Steffen,Bernhard Steffen,,
62357,foaf:Person,,,,Armando Stellato,Armando,Stellato,Armando Stellato,,
61212,foaf:Person,,,,T. Stenger,T.,Stenger,T. Stenger,,
61586,foaf:Person,,10,,Isabelle Stengers,Isabelle,Stengers,Isabelle Stengers,,
61500,foaf:Person,,,,John Stewart,John,Stewart,John Stewart,,
62626,foaf:Person,,,,John Robert Stewart,John Robert,Stewart,John Robert Stewart,,
61048,foaf:Person,,60,,Bernard Stiegler,Bernard,Stiegler,Bernard Stiegler,,
61425,foaf:Person,,,,Joseph Stiglitz,Joseph,Stiglitz,Joseph Stiglitz,,
62313,foaf:Person,,,,Janis Stirna,Janis,Stirna,Janis Stirna,,
61719,foaf:Person,,40,60,Peter Stockinger,Peter,Stockinger,Peter Stockinger,,
61757,foaf:Person,61719,,, Stockinger,,Stockinger, Stockinger,,
62695,foaf:Person,,,,Sue Stolton,Sue,Stolton,Sue Stolton,,
62599,foaf:Person,,30,30,Lenka Stransky,Lenka,Stransky,Lenka Stransky,,
61936,foaf:Person,,,,Colin Strong,Colin,Strong,Colin Strong,,
62371,foaf:Person,,,,Heiner Stuckenschmidt,Heiner,Stuckenschmidt,Heiner Stuckenschmidt,,
62407,foaf:Person,,,,Rudi Studer,Rudi,Studer,Rudi Studer,,
61440,foaf:Person,,,,Gerd Stumme,Gerd,Stumme,Gerd Stumme,,
62410,foaf:Person,,,,Fabian M Suchanek,Fabian M,Suchanek,Fabian M Suchanek,,
62307,foaf:Person,,,,Madhu Sudan,Madhu,Sudan,Madhu Sudan,,
62559,foaf:Person,,,,Cass R. Sunstein,Cass R.,Sunstein,Cass R. Sunstein,,
62182,foaf:Person,,,,Guillaume Surroca,Guillaume,Surroca,Guillaume Surroca,,
61385,foaf:Person,,,, Sven Ortoli,,Sven Ortoli, Sven Ortoli,,
299927,foaf:Person,,,,Steven Swanson,Steven,Swanson,Steven Swanson,,
62153,foaf:Person,,,,Cécile Swiatek,Cécile,Swiatek,Cécile Swiatek,,
61225,foaf:Person,,100,100,Samuel Szoniecky,Samuel,Szoniecky,Samuel Szoniecky,,
299963,foaf:Person,61225,,," Szoniecky, Samuel",,"Szoniecky, Samuel"," Szoniecky, Samuel",,
62241,foaf:Person,,,,Patrick Taillandier,Patrick,Taillandier,Patrick Taillandier,,
62730,foaf:Person,,,,Federico Tajariol,Federico,Tajariol,Federico Tajariol,,
61693,foaf:Person,,,,Hirotaka Takeuchi,Hirotaka,Takeuchi,Hirotaka Takeuchi,,
62479,foaf:Person,,,,Myriam Tanant,Myriam,Tanant,Myriam Tanant,,
299950,foaf:Person,,,,Zecheng Tang,Zecheng,Tang,Zecheng Tang,,
62731,foaf:Person,,,,Yaëlle Tannau,Yaëlle,Tannau,Yaëlle Tannau,,
61060,foaf:Person,,,,Fernande Tardivel,Fernande,Tardivel,Fernande Tardivel,,
62332,foaf:Person,,,,Imen Tayari-Meftah,Imen,Tayari-Meftah,Imen Tayari-Meftah,,
61941,foaf:Person,,,,Astra Taylor,Astra,Taylor,Astra Taylor,,
61814,foaf:Person,,30,, Tchouang-tseu,,Tchouang-tseu, Tchouang-tseu,,
62078,foaf:Person,,,,Sergueï Tchougounnikov,Sergueï,Tchougounnikov,Sergueï Tchougounnikov,,
61193,foaf:Person,,,,Pierre Tchounikine,Pierre,Tchounikine,Pierre Tchounikine,,
62575,foaf:Person,,,,Ali Tebbakh,Ali,Tebbakh,Ali Tebbakh,,
61155,foaf:Person,,,,Jean Tellez,Jean,Tellez,Jean Tellez,,
62703,foaf:Person,,,,Renaud Temperini,Renaud,Temperini,Renaud Temperini,,
62370,foaf:Person,,,,Annette ten Teije,Annette,ten Teije,Annette ten Teije,,
61459,foaf:Person,,,,Sigmar-Olaf Tergan,Sigmar-Olaf,Tergan,Sigmar-Olaf Tergan,,
61091,foaf:Person,,,,Kostas Terzidis,Kostas,Terzidis,Kostas Terzidis,,
62308,foaf:Person,,,,Demetri Terzopoulos,Demetri,Terzopoulos,Demetri Terzopoulos,,
62766,foaf:Person,,,,Catherine Tessier,Catherine,Tessier,Catherine Tessier,,
62079,foaf:Person,,,,Pierre-Yves Testenoire,Pierre-Yves,Testenoire,Pierre-Yves Testenoire,,
61191,foaf:Person,,,,Régine Teulier,Régine,Teulier,Régine Teulier,,
62560,foaf:Person,,,,Richard H. Thaler,Richard H.,Thaler,Richard H. Thaler,,
61782,foaf:Person,,,,Guy Theraulaz,Guy,Theraulaz,Guy Theraulaz,,
61322,foaf:Person,,,,Florence Thiault,Florence,Thiault,Florence Thiault,,
61196,foaf:Person,,,,Pierre Thibaud,Pierre,Thibaud,Pierre Thibaud,,
62247,foaf:Person,,,,Serge Thibault,Serge,Thibault,Serge Thibault,,
62242,foaf:Person,,,,Hugo Thierry,Hugo,Thierry,Hugo Thierry,,
62195,foaf:Person,,,,Jérôme Thièvre,Jérôme,Thièvre,Jérôme Thièvre,,
61495,foaf:Person,,50,,René Thom,René,Thom,René Thom,,
62650,foaf:Person,,40,,Henry David Thoreau,Henry David,Thoreau,Henry David Thoreau,,
62325,foaf:Person,,,,Nicolas Thouvenin,Nicolas,Thouvenin,Nicolas Thouvenin,,
61286,foaf:Person,,,,nigel Thrift,nigel,Thrift,nigel Thrift,,
61514,foaf:Person,,,,Andrée Tiberghien,Andrée,Tiberghien,Andrée Tiberghien,,
62121,foaf:Person,,,,Claudine Tiercelin,Claudine,Tiercelin,Claudine Tiercelin,,
62156,foaf:Person,,,,Serge Tisseron,Serge,Tisseron,Serge Tisseron,,
62082,foaf:Person,,,,Francis Tollis,Francis,Tollis,Francis Tollis,,
61700,foaf:Person,,,,Penny Tompkins,Penny,Tompkins,Penny Tompkins,,
62512,foaf:Person,,,,Amri Toumia,Amri,Toumia,Amri Toumia,,
62421,foaf:Person,,,,Bernard Tourancheau,Bernard,Tourancheau,Bernard Tourancheau,,
61167,foaf:Person,,,,Michel Tournier,Michel,Tournier,Michel Tournier,,
61484,foaf:Person,,,,Antoine Traisnel,Antoine,Traisnel,Antoine Traisnel,,
62378,foaf:Person,,,,Paolo Traverso,Paolo,Traverso,Paolo Traverso,,
299923,foaf:Person,,,,Safae Essafi Tremblay,Safae Essafi,Tremblay,Safae Essafi Tremblay,,
61142,foaf:Person,,,,Francky Trichet,Francky,Trichet,Francky Trichet,,
541234,foaf:Person,,,,George Trichopoulos,George,Trichopoulos,George Trichopoulos,,
61401,foaf:Person,,,,Christophe Tricot,Christophe,Tricot,Christophe Tricot,,
61037,foaf:Person,,,,Hélène Trocmé-Fabre,Hélène,Trocmé-Fabre,Hélène Trocmé-Fabre,,
541205,foaf:Person,,,,Cassia Trojahn,Cassia,Trojahn,Cassia Trojahn,,
62058,foaf:Person,,,,Raphael Troncy,Raphael,Troncy,Raphael Troncy,,
299913,foaf:Person,,,,Alexander Tschantz,Alexander,Tschantz,Alexander Tschantz,,
62314,foaf:Person,,,,Chrisa Tsinaraki,Chrisa,Tsinaraki,Chrisa Tsinaraki,,
62562,foaf:Person,,,,Will Tucker-Ray,Will,Tucker-Ray,Will Tucker-Ray,,
62373,foaf:Person,,,,Tania Tudorache,Tania,Tudorache,Tania Tudorache,,
61457,foaf:Person,61458,,,E. R. Tufte,E. R.,Tufte,E. R. Tufte,,
61458,foaf:Person,,,,Edward R. Tufte,Edward R.,Tufte,Edward R. Tufte,,
299934,foaf:Person,,,,James Hayden Tufts,James Hayden,Tufts,James Hayden Tufts,,
62358,foaf:Person,,,,Andrea Turbati,Andrea,Turbati,Andrea Turbati,,
61096,foaf:Person,,,,Fred Turner,Fred,Turner,Fred Turner,,
62113,foaf:Person,,,,Sébastien Turpin,Sébastien,Turpin,Sébastien Turpin,,
62366,foaf:Person,,,,Doug Tygar,Doug,Tygar,Doug Tygar,,
62309,foaf:Person,,,,Dough Tygar,Dough,Tygar,Dough Tygar,,
62446,foaf:Person,,,,Benjamin Tyl,Benjamin,Tyl,Benjamin Tyl,,
61110,foaf:Person,,,,Götz Uebe,Götz,Uebe,Götz Uebe,,
61473,foaf:Person,,,,Antony Unwin,Antony,Unwin,Antony Unwin,,
62398,foaf:Person,,,,Mike Uschold,Mike,Uschold,Mike Uschold,,
61493,foaf:Person,,20,40,Philippe Useille,Philippe,Useille,Philippe Useille,,
299933,foaf:Person,,,,Dmitry Ustalov,Dmitry,Ustalov,Dmitry Ustalov,,
61419,foaf:Person,,,,Arild Utaker,Arild,Utaker,Arild Utaker,,
62254,foaf:Person,,,,Maria Uzcategui,Maria,Uzcategui,Maria Uzcategui,,
61588,foaf:Person,,,,Céline Vaguer,Céline,Vaguer,Céline Vaguer,,
61991,foaf:Person,,,,Alain Vaillant,Alain,Vaillant,Alain Vaillant,,
61840,foaf:Person,,,,Bernard Valade,Bernard,Valade,Bernard Valade,,
61055,foaf:Person,,60,,Paul Valéry,Paul,Valéry,Paul Valéry,,
62243,foaf:Person,,,,Clémence Vannier,Clémence,Vannier,Clémence Vannier,,
61448,foaf:Person,,,,Sandro Varano,Sandro,Varano,Sandro Varano,,
62310,foaf:Person,,,,Moshe Y. Vardi,Moshe Y.,Vardi,Moshe Y. Vardi,,
61511,foaf:Person,,70,,Francisco J. Varela,Francisco J.,Varela,Francisco J. Varela,,
61979,foaf:Person,,,,Franck Varenne,Franck,Varenne,Franck Varenne,,
61273,foaf:Person,,,,Achille C. Varzi,Achille C.,Varzi,Achille C. Varzi,,
62057,foaf:Person,,,,Bernard Vatant,Bernard,Vatant,Bernard Vatant,,
299936,foaf:Person,,,,Philippe Vellozzo,Philippe,Vellozzo,Philippe Vellozzo,,
62331,foaf:Person,,,,André Velter,André,Velter,André Velter,,
62422,foaf:Person,,,,Luca Veltri,Luca,Veltri,Luca Veltri,,
61113,foaf:Person,,,,John Venn,John,Venn,John Venn,,
61849,foaf:Person,,,,Tommaso Venturini,Tommaso,Venturini,Tommaso Venturini,,
62586,foaf:Person,,,,François Verdeaux,François,Verdeaux,François Verdeaux,,
62277,foaf:Person,,,20,Lise Verlaet,Lise,Verlaet,Lise Verlaet,,
62461,foaf:Person,,,,Mathieu Vermeulen,Mathieu,Vermeulen,Mathieu Vermeulen,,
61452,foaf:Person,,50,,Jean-Pierre Vernant,Jean-Pierre,Vernant,Jean-Pierre Vernant,,
61953,foaf:Person,,,,Frédéric Vernier,Frédéric,Vernier,Frédéric Vernier,,
62072,foaf:Person,,,,Pierre Vernus,Pierre,Vernus,Pierre Vernus,,
61369,foaf:Person,,,,François Vexler,François,Vexler,François Vexler,,
61483,foaf:Person,,,,Milena Vezneva,Milena,Vezneva,Milena Vezneva,,
61822,foaf:Person,,30,,Stéphane Vial,Stéphane,Vial,Stéphane Vial,,
61743,foaf:Person,,,,Franck Vialle,Franck,Vialle,Franck Vialle,,
61376,foaf:Person,,,,Jean-Philippe Vidal,Jean-Philippe,Vidal,Jean-Philippe Vidal,,
62194,foaf:Person,,,,Emmanuel Videcoq,Emmanuel,Videcoq,Emmanuel Videcoq,,
61999,foaf:Person,,,,Lise Vieira,Lise,Vieira,Lise Vieira,,
61900,foaf:Person,,,,Anna Villa,Anna,Villa,Anna Villa,,
61889,foaf:Person,,,,"Evl Villiot-Leclercq, Emmanuelle",Evl,"Villiot-Leclercq, Emmanuelle","Evl Villiot-Leclercq, Emmanuelle",,
62600,foaf:Person,,,,Ciciliato Vincent,Ciciliato,Vincent,Ciciliato Vincent,,
62286,foaf:Person,,,,Johann Vincent,Johann,Vincent,Johann Vincent,,
62053,foaf:Person,,,,Dominique Vinck,Dominique,Vinck,Dominique Vinck,,
62702,foaf:Person,,,,Alessandra Viola,Alessandra,Viola,Alessandra Viola,,
61491,foaf:Person,,40,,Paul Virilio,Paul,Virilio,Paul Virilio,,
62565,foaf:Person,,50,30,Marcello Vitali-Rosati,Marcello,Vitali-Rosati,Marcello Vitali-Rosati,,
61642,foaf:Person,,,,Patrick Viveret,Patrick,Viveret,Patrick Viveret,,
61259,foaf:Person,,,,Amanda Vizedom,Amanda,Vizedom,Amanda Vizedom,,
62403,foaf:Person,,,,Max Völkel,Max,Völkel,Max Völkel,,
62437,foaf:Person,,,,Johanna Völker,Johanna,Völker,Johanna Völker,,
61250,foaf:Person,,,,Aude Volpilhac,Aude,Volpilhac,Aude Volpilhac,,
62517,foaf:Person,,,,Soroush Vosoughi,Soroush,Vosoughi,Soroush Vosoughi,,
62733,foaf:Person,,,,Daniela Voss,Daniela,Voss,Daniela Voss,,
62767,foaf:Person,,,,Robert Voyer,Robert,Voyer,Robert Voyer,,
62405,foaf:Person,,,,Denny Vrandecic,Denny,Vrandecic,Denny Vrandecic,,
61406,foaf:Person,,,,Romain Vuillemot,Romain,Vuillemot,Romain Vuillemot,,
62109,foaf:Person,,,,Monique Wach,Monique,Wach,Monique Wach,,
62553,foaf:Person,,,,Jean H M Wagemans,Jean H M,Wagemans,Jean H M Wagemans,,
61612,foaf:Person,,,,Pierre Wagner,Pierre,Wagner,Pierre Wagner,,
61332,foaf:Person,,,,Jillian C. Wallis,Jillian C.,Wallis,Jillian C. Wallis,,
61482,foaf:Person,,,,E. V.B Wandji,E. V.B,Wandji,E. V.B Wandji,,
62466,foaf:Person,,,,Guilin Wang,Guilin,Wang,Guilin Wang,,
299949,foaf:Person,,,,Xiaodong Wang,Xiaodong,Wang,Xiaodong Wang,,
61666,foaf:Person,,,,Adrian Ward,Adrian,Ward,Adrian Ward,,
299958,foaf:Person,,,,David Warde-Farley,David,Warde-Farley,David Warde-Farley,,
61456,foaf:Person,,,,Colin Ware,Colin,Ware,Colin Ware,,
61213,foaf:Person,,,,Claude-Henri Watelet,Claude-Henri,Watelet,Claude-Henri Watelet,,
61524,foaf:Person,,,,G. N Watson,G. N,Watson,G. N Watson,,
61777,foaf:Person,,,,Alan-W Watts,Alan-W,Watts,Alan-W Watts,,
62311,foaf:Person,,,,Gerhard Weikum,Gerhard,Weikum,Gerhard Weikum,,
62280,foaf:Person,,,,Michèle Weil,Michèle,Weil,Michèle Weil,,
61216,foaf:Person,,,,Allen S. Weiss,Allen S.,Weiss,Allen S. Weiss,,
61523,foaf:Person,,,,E. T Whittaker,E. T,Whittaker,E. T Whittaker,,
61330,foaf:Person,,,,Steve Whittaker,Steve,Whittaker,Steve Whittaker,,
61279,foaf:Person,,40,,Norbert Wiener,Norbert,Wiener,Norbert Wiener,,
62144,foaf:Person,,,,Anna Wierzbicka,Anna,Wierzbicka,Anna Wierzbicka,,
62646,foaf:Person,,,,Christopher Paul Wild,Christopher Paul,Wild,Christopher Paul Wild,,
61076,foaf:Person,,,,Peter Wildbur,Peter,Wildbur,Peter Wildbur,,
62592,foaf:Person,,,,Max De Wilde,Max De,Wilde,Max De Wilde,,
61131,foaf:Person,,,,J. Wiley,J.,Wiley,J. Wiley,,
62696,foaf:Person,,,,Simon Willcock,Simon,Willcock,Simon Willcock,,
541204,foaf:Person,,,, William Charles,,William Charles, William Charles,,
61158,foaf:Person,,,,Johann Joachim Winckelmann,Johann Joachim,Winckelmann,Johann Joachim Winckelmann,,
61205,foaf:Person,,50,,Ludwig Wittgenstein,Ludwig,Wittgenstein,Ludwig Wittgenstein,,
61596,foaf:Person,,,, Wojciech Galuba,,Wojciech Galuba, Wojciech Galuba,,
62659,foaf:Person,,,,Anastasia Wolff,Anastasia,Wolff,Anastasia Wolff,,
61851,foaf:Person,,,,Marion Wolff,Marion,Wolff,Marion Wolff,,
62583,foaf:Person,,30,,Dominique Wolton,Dominique,Wolton,Dominique Wolton,,
61281,foaf:Person,,,,Anita Williams Woolley,Anita Williams,Woolley,Anita Williams Woolley,,
62472,foaf:Person,,,,J. Wright,J.,Wright,J. Wright,,
61963,foaf:Person,,,,Adeline Wrona,Adeline,Wrona,Adeline Wrona,,
299946,foaf:Person,,,,Chenfei Wu,Chenfei,Wu,Chenfei Wu,,
299957,foaf:Person,,,,Bing Xu,Bing,Xu,Bing Xu,,
61972,foaf:Person,,,,Ming Xu,Ming,Xu,Ming Xu,,
61424,foaf:Person,,60,70,Claude Yacoub,Claude,Yacoub,Claude Yacoub,,
62188,foaf:Person,,,,Ronald R. Yager,Ronald R.,Yager,Ronald R. Yager,,
61737,foaf:Person,,,,Xin-She Yang,Xin-She,Yang,Xin-She Yang,,
61512,foaf:Person,,,,Frances Yates,Frances,Yates,Frances Yates,,
62132,foaf:Person,,,, Yehûdah ben Samuel ibn Balaʿam,,Yehûdah ben Samuel ibn Balaʿam, Yehûdah ben Samuel ibn Balaʿam,,
61260,foaf:Person,,,,Peter Yim,Peter,Yim,Peter Yim,,
299947,foaf:Person,,,,Shengming Yin,Shengming,Yin,Shengming Yin,,
61947,foaf:Person,,,,Gyatso Yonyen,Gyatso,Yonyen,Gyatso Yonyen,,
61789,foaf:Person,,,,Chris Younès,Chris,Younès,Chris Younès,,
62471,foaf:Person,,,,B. Yu,B.,Yu,B. Yu,,
62657,foaf:Person,,,,Ignacio Zabalza Bribián,Ignacio,Zabalza Bribián,Ignacio Zabalza Bribián,,
62376,foaf:Person,,,,Valentin Zacharias,Valentin,Zacharias,Valentin Zacharias,,
61171,foaf:Person,,70,70,Manuel Zacklad,Manuel,Zacklad,Manuel Zacklad,,
61397,foaf:Person,,,,L'hédi Zaher,L'hédi,Zaher,L'hédi Zaher,,
61379,foaf:Person,,,,L’Hédi Zaher,L’Hédi,Zaher,L’Hédi Zaher,,
62673,foaf:Person,,,,Frédéric Zahm,Frédéric,Zahm,Frédéric Zahm,,
61300,foaf:Person,,,,Olfa Zaïbet,Olfa,Zaïbet,Olfa Zaïbet,,
61441,foaf:Person,,,,Nisrine Zammar,Nisrine,Zammar,Nisrine Zammar,,
61165,foaf:Person,,,,José M. Zamora,José M.,Zamora,José M. Zamora,,
62423,foaf:Person,,,,Francesco Zanichelli,Francesco,Zanichelli,Francesco Zanichelli,,
61556,foaf:Person,,,,Olivier Zara,Olivier,Zara,Olivier Zara,,
299932,foaf:Person,,,,Fedor Zhdanov,Fedor,Zhdanov,Fedor Zhdanov,,
62048,foaf:Person,,,,Maayan Zhitomirsky-Geffet,Maayan,Zhitomirsky-Geffet,Maayan Zhitomirsky-Geffet,,
61399,foaf:Person,,,,Chao Zhou,Chao,Zhou,Chao Zhou,,
62291,foaf:Person,,,,Jianying Zhou,Jianying,Zhou,Jianying Zhou,,
62474,foaf:Person,,,,L. Zhu,L.,Zhu,L. Zhu,,
62578,foaf:Person,,,,Liehuang Zhu,Liehuang,Zhu,Liehuang Zhu,,
61736,foaf:Person,,,,Sofya Zhukova,Sofya,Zhukova,Sofya Zhukova,,
62538,foaf:Person,,,,Elisabetta Zibetti,Elisabetta,Zibetti,Elisabetta Zibetti,,
62067,foaf:Person,,,,Amir Zidi,Amir,Zidi,Amir Zidi,,
541230,foaf:Person,,,,Mariana Ziku,Mariana,Ziku,Mariana Ziku,,
61501,foaf:Person,,,,Patrick Zimbardo,Patrick,Zimbardo,Patrick Zimbardo,,
61346,foaf:Person,,,,Michael Zimmer,Michael,Zimmer,Michael Zimmer,,
541241,foaf:Person,,,,Sarah Zingraff,Sarah,Zingraff,Sarah Zingraff,,
61776,foaf:Person,,,,Slavoj Zizek,Slavoj,Zizek,Slavoj Zizek,,
61173,foaf:Person,,70,80,Khaldoun Zreik,Khaldoun,Zreik,Khaldoun Zreik,,
62198,foaf:Person,,70,,Groupe µ,Groupe,µ,Groupe µ,,
61042,foaf:Person,,,,Sauvanet P.,,,Sauvanet P.,,
61061,foaf:Person,,,,"Ruskey, Frank",,,"Ruskey, Frank",,
61062,foaf:Person,,,,"Weston, Mark",,,"Weston, Mark",,
61203,foaf:Person,,,,James Hendler,,,James Hendler,,
61204,foaf:Person,,,,Ora Lassila,,,Ora Lassila,,
61598,foaf:Person,,,,Bernardo A. Huberman,,,Bernardo A. Huberman,,
61624,foaf:Person,,40,,Hervé Le Crosnier,,,Hervé Le Crosnier,,
61798,foaf:Person,,,,Center for History and New Media,,,Center for History and New Media,,
61819,foaf:Person,,,,Institut de philosophie et de sciences morales,,,Institut de philosophie et de sciences morales,,
61894,foaf:Person,,,,AIPU,,,AIPU,,
62264,foaf:Person,,,,AFIHM,,,AFIHM,,
62756,foaf:Person,,,,Élysée,,,Élysée,,
62774,foaf:Person,,,,Anne  de Fornel,,,Anne  de Fornel,,
299618,foaf:Person,,20,30,Salam Diab Duranton,,,Salam Diab Duranton,,https://cv.hal.science/salam-diab-duranton
299619,foaf:Person,,,,Abdenbi Lachkar,,,Abdenbi Lachkar,,https://www.idref.fr/103716033
299620,foaf:Person,,60,60,Catherine Nyeki,,,Catherine Nyeki,http://www.nyeki.com/,
299621,foaf:Person,,,,Ghislain Guy,,,Ghislain Guy,,https://www.linkedin.com/in/ghislain-guy-9b5ab882/?originalSubdomain=fr
299622,foaf:Person,,10,10,Orlan,,,Orlan,https://www.orlan.eu/,
299623,foaf:Person,,50,30,Daniel Berthereau,,,Daniel Berthereau,https://sempiternelia.net/,
299751,foaf:Person,,,,Hadjira Oumennor Makhaldi,,,Hadjira Oumennor Makhaldi,,
299752,foaf:Person,,,,Caroline Avril,,,Caroline Avril,,
299753,foaf:Person,,,,Maxime Antremont,,,Maxime Antremont,,
299754,foaf:Person,,,,Yann Soubai,,,Yann Soubai,,
299755,foaf:Person,,,,Asmae El Miloudi,,,Asmae El Miloudi,,
299756,foaf:Person,,,,Xiaohe Cao,,,Xiaohe Cao,,
299757,foaf:Person,,,,Zineb Slaoui,,,Zineb Slaoui,,
299758,foaf:Person,,,,Karima Hajjari,,,Karima Hajjari,,
299759,foaf:Person,,,,Youcef Chahed,,,Youcef Chahed,,
299760,foaf:Person,,,,Firdaous Boumarsel,,,Firdaous Boumarsel,,
299761,foaf:Person,,,,Mohamed El Frihmat,,,Mohamed El Frihmat,,
299762,foaf:Person,,,,Fahem Irantene,,,Fahem Irantene,,
299763,foaf:Person,,,,Nadir Gharzal,,,Nadir Gharzal,,
299764,foaf:Person,,,,Eléonore Gouttegata,,,Eléonore Gouttegata,,
299765,foaf:Person,,,,The Loc Nguyen,,,The Loc Nguyen,,
299766,foaf:Person,,,,Mohamed Benabid,,,Mohamed Benabid,,
299767,foaf:Person,,,,El Hadji Malick Gueye,,,El Hadji Malick Gueye,,
299768,foaf:Person,,,,Mohammed Ahmed Hassan,,,Mohammed Ahmed Hassan,,
299769,foaf:Person,,,,Manon Micaletti,,,Manon Micaletti,,
299770,foaf:Person,,,,Sarah Malaeb,,,Sarah Malaeb,,
299771,foaf:Person,,,,Luis Torres,,,Luis Torres,,
299772,foaf:Person,,,,Carole Henri,,,Carole Henri,,
299773,foaf:Person,,,,Emna Louati,,,Emna Louati,,
299774,foaf:Person,,,,Rim Kaidi,,,Rim Kaidi,,
299775,foaf:Person,,,,Christina Ramaroson,,,Christina Ramaroson,,
299776,foaf:Person,,,,Lucien Cartier-Tilet,,,Lucien Cartier-Tilet,,
299777,foaf:Person,,,,Roch Delanay,,,Roch Delanay,,
299778,foaf:Person,,,,Ala Atrash,,,Ala Atrash,,
299779,foaf:Person,,,,Claire Dezaille,,,Claire Dezaille,,
299780,foaf:Person,,,,Abderrahim Bargaoui,,,Abderrahim Bargaoui,,
299781,foaf:Person,,,,Mehdi Touibi,,,Mehdi Touibi,,
299782,foaf:Person,,,,Amel Bourenane,,,Amel Bourenane,,
299784,foaf:Person,,,,Chacha Mahfoud,,,Chacha Mahfoud,,
299880,foaf:Person,,50,50,Chu-Yin Chen,,,Chu-Yin Chen,,https://inrev.univ-paris8.fr/chu-yin-chen-pr
299909,foaf:Person,,,,OCDE,,,OCDE,,
300412,foaf:Person,,30,,Lev Manovich,,,Lev Manovich,http://manovich.net/,
300413,foaf:Person,,20,30,Markos Konstantakis,,,Markos Konstantakis,,
300414,foaf:Person,,,,George Okeyo,,,George Okeyo,,
300415,foaf:Person,,,,Sophie Renault,,,Sophie Renault,,
300416,foaf:Person,,20,,Massimo Leone,,,Massimo Leone,,
300417,foaf:Person,,,,Béatrice Galinon-Mélénec,,,Béatrice Galinon-Mélénec,,
300418,foaf:Person,,60,,Franck Zappa,,,Franck Zappa,,
301896,schema:Person,,10,20,Grégory Chatonsky,,,Grégory Chatonsky,https://chatonsky.net/,
301898,schema:Person,,10,20,Miguel Chevalier,,,Miguel Chevalier,https://www.miguel-chevalier.com/,
